name,description,image,external_url,attributes[artist],attributes[burn_date],attributes[burn_location],attributes[technique],attributes[curves],width,height,id,cnt,light_x,bgcolor__001,bgcolor__002,bgcolor__003
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-91.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,10,5,5,25,91,-0.0015127258375287056,151,152,144
Gracias Gauchito,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",11-39.png,https://www.sublim.art/artwork/gacias-gauchito@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,10,6,5,11,39,0.534774080850184,160,187,196
Abrazo Taurino,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",4-14.png,https://www.sublim.art/artwork/abrazo-taurino@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,7,5,4,14,-0.28629099018871784,147,126,115
Gracias Gauchito,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",11-77.png,https://www.sublim.art/artwork/gacias-gauchito@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,10,7,5,11,77,0.9275861326605082,130,169,184
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-84.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,16,6,8,6,84,-0.8713151346892118,169,171,166
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-85.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,8,6.5,4,12,85,0.7269383780658245,225,188,124
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-24.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,16,9.5,8,27,24,0.7178872488439083,188,169,161
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-14.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,14,9.5,7,27,14,-0.5236306400038302,107,99,89
De Materia,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",26-41.png,https://www.sublim.art/artwork/de-materia@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,12,8.5,6,26,41,-0.5853175614029169,157,170,158
Gracias Gauchito,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",11-56.png,https://www.sublim.art/artwork/gacias-gauchito@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,12,6,6,11,56,0.5273134587332606,175,156,156
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-34.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,16,5.5,8,25,34,-0.94214505283162,99,100,95
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-90.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,12,8.5,6,25,90,-0.37070592818781734,151,152,141
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-41.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,8,5,5,41,-0.11558998050168157,199,170,154
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-20.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,16,7.5,8,27,20,-0.3765940419398248,141,128,110
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-62.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,12,7,6,5,62,0.34360317327082157,135,121,111
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-35.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,14,5.5,7,25,35,-0.02232773369178176,160,168,147
Sagrado y Cotidiano,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",12-21.png,https://www.sublim.art/artwork/sagrado-y-cotidiano@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,16,8.5,8,12,21,-0.16794588742777705,244,213,170
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-23.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,16,6,8,27,23,0.30407479545101523,224,214,199
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-32.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,12,8,6,5,32,-0.7706210813485086,231,214,201
Gracias Gauchito,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",11-40.png,https://www.sublim.art/artwork/gacias-gauchito@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,8,5.5,4,11,40,-0.02584758447483182,190,176,182
Gracias Gauchito,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",11-17.png,https://www.sublim.art/artwork/gacias-gauchito@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,8,5,4,11,17,-0.5828177123330534,140,121,126
Moldear,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",6-19.png,https://www.sublim.art/artwork/moldear@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,12,8,6,6,19,0.8697271500714123,134,134,130
Abrazo Taurino,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",4-66.png,https://www.sublim.art/artwork/abrazo-taurino@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,12,7.5,6,4,66,-0.9083879827521741,191,160,141
Lo Abierto,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",5-98.png,https://www.sublim.art/artwork/lo-abierto@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,10,7.5,5,5,98,0.7936701029539108,176,153,139
Refracción,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",27-88.png,https://www.sublim.art/artwork/refraccion@carlos_muslera,Carlos Muslera,2022-11-07,Buenos Aires,Color pencil on canvas,14,7.5,7,27,88,-0.428713686298579,205,198,190
Mi Cisne Maceta,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",10-28.png,https://www.sublim.art/artwork/mi-cisne-maceta@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Watercolor and acrylic on paper,14,5,7,10,28,-0.7089758296497166,138,139,132
Abrazo Taurino,"Florencia Giovanni Pacini is an Argentinian artist whose work has been exhibited in several national galleries. Merging both neo-romanticism and magical realism, she describes her work as figurative, poetic, narrative and dramatic, as well as being driven by feminism and ecology.",4-48.png,https://www.sublim.art/artwork/abrazo-taurino@flo_giovanni_pacini,Flo Giovanni Pacini,2022-09-16,Buenos Aires,Oil on canvas,12,5,6,4,48,-0.44305999111384153,141,130,122
Gracias Gauchito,"Consuelo Vidal is an argentinian artist. She studied fine arts and states that her inspiration comes directly from her surroundings: nature, her neighborhood, shrines, popular art and the beauty present in everyday things.",11-91.png,https://www.sublim.art/artwork/gacias-gauchito@consuelo_vidal,Consuelo Vidal,2022-10-14,Buenos Aires,Acrylic on paper,10,8,5,11,91,0.5048146648332477,162,142,143
De Aires,"Carlos Muslera was born in Buenos Aires in 1961, and he started drawing, painting and engraving at the age of 11. He claims that his main inspirations come from city dwellers, men-shaped landscapes and abandoned objects left to derelict. His work has been exhibited in Argentina, United States, and Europe.",25-20.png,https://www.sublim.art/artwork/de-aires@carlos_muslera,Carlos Muslera,2022-11-11,Buenos Aires,Color pencil on canvas,8,6.5,4,25,20,0.7254414819180965,153,157,145
